"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","MEASYEAR","SOILSPCT","COMPCPCT","TYPRTDCD","TYPCMPCD","TYPAREACD","TYPOTHRCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"2504426010901","10345149010901",2001,41,23,68061,1,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504427010901","10345149010901",2001,41,23,68061,2,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504428010901","10345149010901",2001,41,23,68061,3,2001,50,0,,,,,"",2008-05-14,"10497","",,""
"2504429010901","10345149010901",2001,41,23,68061,4,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504453010901","23935174010900",2001,41,23,78003,1,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504454010901","23935174010900",2001,41,23,78003,2,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504455010901","23935174010900",2001,41,23,78003,3,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504456010901","23935174010900",2001,41,23,78003,4,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504390010901","23875857010900",2001,41,25,51929,1,2001,20,0,,,,,"",2008-05-14,"10497","",,""
"2504391010901","23875857010900",2001,41,25,51929,2,2001,75,0,,,,,"",2008-05-14,"10497","",,""
"2504392010901","23875857010900",2001,41,25,51929,3,2001,20,0,,,,,"",2008-05-14,"10497","",,""
"2504393010901","23875857010900",2001,41,25,51929,4,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504382010901","23939574010900",2001,41,25,64688,1,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504383010901","23939574010900",2001,41,25,64688,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504384010901","23939574010900",2001,41,25,64688,3,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504385010901","23939574010900",2001,41,25,64688,4,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504342010901","23938442010900",2001,41,25,65340,1,2001,45,0,,,,,"",2008-05-14,"10497","",,""
"2504343010901","23938442010900",2001,41,25,65340,2,2001,35,0,,,,,"",2008-05-14,"10497","",,""
"2504344010901","23938442010900",2001,41,25,65340,3,2001,20,0,,,,,"",2008-05-14,"10497","",,""
"2504345010901","23938442010900",2001,41,25,65340,4,2001,35,0,,,,,"",2008-05-14,"10497","",,""
"2504322010901","10345792010901",2001,41,25,74356,1,2001,20,0,,,,,"",2008-05-14,"10497","",,""
"2504323010901","10345792010901",2001,41,25,74356,2,2001,20,0,,,,,"",2008-05-14,"10497","",,""
"2504324010901","10345792010901",2001,41,25,74356,3,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504325010901","10345792010901",2001,41,25,74356,4,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504506010901","10346230010901",2001,41,27,56058,1,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504507010901","10346230010901",2001,41,27,56058,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504508010901","10346230010901",2001,41,27,56058,3,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504509010901","10346230010901",2001,41,27,56058,4,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504334010901","13231870010497",2001,41,29,59121,1,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504335010901","13231870010497",2001,41,29,59121,2,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504336010901","13231870010497",2001,41,29,59121,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504337010901","13231870010497",2001,41,29,59121,4,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504306010901","23880904010900",2001,41,29,61476,1,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504307010901","23880904010900",2001,41,29,61476,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504308010901","23880904010900",2001,41,29,61476,3,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504309010901","23880904010900",2001,41,29,61476,4,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504290010901","10346607010901",2001,41,29,86657,1,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504291010901","10346607010901",2001,41,29,86657,2,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504292010901","10346607010901",2001,41,29,86657,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504293010901","10346607010901",2001,41,29,86657,4,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504449010901","10347065010901",2001,41,31,73348,1,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504450010901","10347065010901",2001,41,31,73348,2,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504451010901","10347065010901",2001,41,31,73348,3,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504452010901","10347065010901",2001,41,31,73348,4,2001,50,0,,,,,"",2008-05-14,"10497","",,""
"2504430010901","23882848010900",2001,41,31,93729,1,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504431010901","23882848010900",2001,41,31,93729,2,2001,50,0,,,,,"",2008-05-14,"10497","",,""
"2504432010901","23882848010900",2001,41,31,93729,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504433010901","23882848010900",2001,41,31,93729,4,2001,35,0,,,,,"",2008-05-14,"10497","",,""
"2504282010901","10347281010901",2001,41,33,75178,1,2001,1,30,0,1,0,0,"",2008-05-14,"10497","",,""
"2504283010901","10347281010901",2001,41,33,75178,2,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504284010901","10347281010901",2001,41,33,75178,3,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504285010901","10347281010901",2001,41,33,75178,4,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504302010901","23886826010900",2001,41,33,80758,1,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504303010901","23886826010900",2001,41,33,80758,2,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504304010901","23886826010900",2001,41,33,80758,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504305010901","23886826010900",2001,41,33,80758,4,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504278010901","23888575010900",2001,41,35,59897,1,2001,30,10,1,0,0,0,"",2008-05-14,"10497","",,""
"2504279010901","23888575010900",2001,41,35,59897,2,2001,80,0,,,,,"",2008-05-14,"10497","",,""
"2504280010901","23888575010900",2001,41,35,59897,3,2001,25,5,1,0,0,0,"",2008-05-14,"10497","",,""
"2504281010901","23888575010900",2001,41,35,59897,4,2001,35,0,,,,,"",2008-05-14,"10497","",,""
"2504266010901","10347420010901",2001,41,35,60924,1,2001,40,30,0,1,1,0,"",2008-05-14,"10497","",,""
"2504267010901","10347420010901",2001,41,35,60924,2,2001,50,5,0,1,0,0,"",2008-05-14,"10497","",,""
"2504268010901","10347420010901",2001,41,35,60924,3,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504269010901","10347420010901",2001,41,35,60924,4,2001,65,40,0,1,1,0,"",2008-05-14,"10497","",,""
"2504298010901","10347920010901",2001,41,35,63778,1,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504299010901","10347920010901",2001,41,35,63778,2,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504300010901","10347920010901",2001,41,35,63778,3,2001,25,0,,,,,"",2008-05-14,"10497","",,""
"2504301010901","10347920010901",2001,41,35,63778,4,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504350010901","10348466010901",2001,41,35,65120,1,2001,95,0,,,,,"",2008-05-14,"10497","",,""
"2504351010901","10348466010901",2001,41,35,65120,2,2001,65,0,,,,,"",2008-05-14,"10497","",,""
"2504352010901","10348466010901",2001,41,35,65120,3,2001,65,0,,,,,"",2008-05-14,"10497","",,""
"2504353010901","10348466010901",2001,41,35,65120,4,2001,75,0,,,,,"",2008-05-14,"10497","",,""
"2504362010901","23895222010900",2001,41,35,65579,1,2001,20,25,1,0,0,0,"",2008-05-14,"10497","",,""
"2504363010901","23895222010900",2001,41,35,65579,2,2001,25,25,1,1,1,0,"",2008-05-14,"10497","",,""
"2504364010901","23895222010900",2001,41,35,65579,3,2001,40,30,0,1,0,0,"",2008-05-14,"10497","",,""
"2504365010901","23895222010900",2001,41,35,65579,4,2001,5,30,0,1,0,0,"",2008-05-14,"10497","",,""
"2504310010901","23890869010900",2001,41,35,78094,1,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504311010901","23890869010900",2001,41,35,78094,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504312010901","23890869010900",2001,41,35,78094,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504313010901","23890869010900",2001,41,35,78094,4,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504318010901","10348060010901",2001,41,35,97183,1,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504319010901","10348060010901",2001,41,35,97183,2,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504320010901","10348060010901",2001,41,35,97183,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504321010901","10348060010901",2001,41,35,97183,4,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504270010901","23896618010900",2001,41,37,69416,1,2001,25,0,,,,,"",2008-05-14,"10497","",,""
"2504271010901","23896618010900",2001,41,37,69416,2,2001,30,0,,,,,"",2008-05-14,"10497","",,""
"2504272010901","23896618010900",2001,41,37,69416,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504273010901","23896618010900",2001,41,37,69416,4,2001,60,0,,,,,"",2008-05-14,"10497","",,""
"2504274010901","10348545010901",2001,41,37,76585,1,2001,65,0,,,,,"",2008-05-14,"10497","",,""
"2504275010901","10348545010901",2001,41,37,76585,2,2001,30,0,,,,,"",2008-05-14,"10497","",,""
"2504276010901","10348545010901",2001,41,37,76585,3,2001,40,0,,,,,"",2008-05-14,"10497","",,""
"2504277010901","10348545010901",2001,41,37,76585,4,2001,20,0,,,,,"",2008-05-14,"10497","",,""
"2504338010901","23859682010900",2001,41,37,88892,1,2001,40,0,,,,,"",2008-05-14,"10497","",,""
"2504339010901","23859682010900",2001,41,37,88892,2,2001,30,0,,,,,"",2008-05-14,"10497","",,""
"2504340010901","23859682010900",2001,41,37,88892,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504341010901","23859682010900",2001,41,37,88892,4,2001,35,0,,,,,"",2008-05-14,"10497","",,""
"2504366010901","10348931010901",2001,41,37,89289,1,2001,60,0,,,,,"",2008-05-14,"10497","",,""
"2504367010901","10348931010901",2001,41,37,89289,2,2001,35,0,,,,,"",2008-05-14,"10497","",,""
"2504368010901","10348931010901",2001,41,37,89289,3,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504369010901","10348931010901",2001,41,37,89289,4,2001,25,0,,,,,"",2008-05-14,"10497","",,""
"2504374010901","23861479010900",2001,41,37,91047,1,2001,30,0,,,,,"",2008-05-14,"10497","",,""
"2504375010901","23861479010900",2001,41,37,91047,2,2001,40,0,,,,,"",2008-05-14,"10497","",,""
"2504376010901","23861479010900",2001,41,37,91047,3,2001,40,0,,,,,"",2008-05-14,"10497","",,""
"2504377010901","23861479010900",2001,41,37,91047,4,2001,40,0,,,,,"",2008-05-14,"10497","",,""
"2504286010901","23897570010900",2001,41,37,92005,1,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504287010901","23897570010900",2001,41,37,92005,2,2001,25,0,,,,,"",2008-05-14,"10497","",,""
"2504288010901","23897570010900",2001,41,37,92005,3,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504289010901","23897570010900",2001,41,37,92005,4,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504326010901","23858879010900",2001,41,37,98163,1,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504327010901","23858879010900",2001,41,37,98163,2,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504328010901","23858879010900",2001,41,37,98163,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504329010901","23858879010900",2001,41,37,98163,4,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504394010901","23866628010900",2001,41,39,51515,1,2001,20,0,,,,,"",2008-05-14,"10497","",,""
"2504395010901","23866628010900",2001,41,39,51515,2,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504396010901","23866628010900",2001,41,39,51515,3,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504397010901","23866628010900",2001,41,39,51515,4,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504386010901","10349487010901",2001,41,39,51718,1,2001,30,0,,,,,"",2008-05-14,"10497","",,""
"2504387010901","10349487010901",2001,41,39,51718,2,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504388010901","10349487010901",2001,41,39,51718,3,2001,15,5,0,1,0,0,"",2008-05-14,"10497","",,""
"2504389010901","10349487010901",2001,41,39,51718,4,2001,5,5,0,1,0,0,"",2008-05-14,"10497","",,""
"2504370010901","23862225010900",2001,41,39,58766,1,2001,35,0,,,,,"",2008-05-14,"10497","",,""
"2504371010901","23862225010900",2001,41,39,58766,2,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504372010901","23862225010900",2001,41,39,58766,3,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504373010901","23862225010900",2001,41,39,58766,4,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504410010901","10349775010901",2001,41,39,60353,1,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504411010901","10349775010901",2001,41,39,60353,2,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504412010901","10349775010901",2001,41,39,60353,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504413010901","10349775010901",2001,41,39,60353,4,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504406010901","23867529010900",2001,41,39,83252,1,2001,20,0,,,,,"",2008-05-14,"10497","",,""
"2504407010901","23867529010900",2001,41,39,83252,2,2001,30,0,,,,,"",2008-05-14,"10497","",,""
"2504408010901","23867529010900",2001,41,39,83252,3,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504409010901","23867529010900",2001,41,39,83252,4,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504414010901","23868703010900",2001,41,39,87412,1,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504415010901","23868703010900",2001,41,39,87412,2,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504416010901","23868703010900",2001,41,39,87412,3,2001,0,5,0,1,0,0,"",2008-05-14,"10497","",,""
"2504417010901","23868703010900",2001,41,39,87412,4,2001,0,5,0,1,0,0,"",2008-05-14,"10497","",,""
"2504457010901","10350001010901",2001,41,41,92732,1,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504458010901","10350001010901",2001,41,41,92732,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504459010901","10350001010901",2001,41,41,92732,4,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504445010901","10350510010901",2001,41,43,62866,1,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504446010901","10350510010901",2001,41,43,62866,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504447010901","10350510010901",2001,41,43,62866,3,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504448010901","10350510010901",2001,41,43,62866,4,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504460010901","10351040010901",2001,41,47,55063,1,2001,25,0,,,,,"",2008-05-14,"10497","",,""
"2504461010901","10351040010901",2001,41,47,55063,2,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504462010901","10351040010901",2001,41,47,55063,3,2001,10,0,,,,,"",2008-05-14,"10497","",,""
"2504463010901","10351040010901",2001,41,47,55063,4,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504476010901","23848533010900",2001,41,53,82465,1,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504477010901","23848533010900",2001,41,53,82465,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504478010901","23848533010900",2001,41,53,82465,4,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504491010901","10351799010901",2001,41,59,57507,1,2001,0,1,0,1,0,0,"",2008-05-14,"10497","",,""
"2504492010901","10351799010901",2001,41,59,57507,2,2001,5,15,0,1,0,0,"",2008-05-14,"10497","",,""
"2504493010901","10351799010901",2001,41,59,57507,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504510010901","23852448010900",2001,41,59,81005,1,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504511010901","23852448010900",2001,41,59,81005,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504512010901","23852448010900",2001,41,59,81005,3,2001,5,5,0,1,0,0,"",2008-05-14,"10497","",,""
"2504513010901","23852448010900",2001,41,59,81005,4,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504494010901","23853958010900",2001,41,61,73373,1,2001,5,1,0,1,0,0,"",2008-05-14,"10497","",,""
"2504495010901","23853958010900",2001,41,61,73373,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504496010901","23853958010900",2001,41,61,73373,3,2001,1,5,0,1,0,0,"",2008-05-14,"10497","",,""
"2504497010901","23853958010900",2001,41,61,73373,4,2001,1,5,0,1,0,0,"",2008-05-14,"10497","",,""
"2504518010901","10352214010901",2001,41,61,89081,1,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504519010901","10352214010901",2001,41,61,89081,2,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"2504520010901","10352214010901",2001,41,61,89081,3,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504521010901","10352214010901",2001,41,61,89081,4,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504526010901","23824572010900",2001,41,63,57949,1,2001,10,25,0,1,0,0,"",2008-05-14,"10497","",,""
"2504527010901","23824572010900",2001,41,63,57949,2,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504528010901","23824572010900",2001,41,63,57949,3,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504529010901","23824572010900",2001,41,63,57949,4,2001,5,5,0,0,0,1,"",2008-05-14,"10497","",,""
"2504530010901","10352454010901",2001,41,63,76808,1,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504531010901","10352454010901",2001,41,63,76808,3,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504532010901","10352454010901",2001,41,63,76808,4,2001,1,35,0,1,0,0,"",2008-05-14,"10497","",,""
"2504502010901","23857173010900",2001,41,63,99542,1,2001,5,5,0,1,0,0,"",2008-05-14,"10497","",,""
"2504503010901","23857173010900",2001,41,63,99542,2,2001,5,0,,,,,"",2008-05-14,"10497","",,""
"2504504010901","23857173010900",2001,41,63,99542,3,2001,15,0,,,,,"",2008-05-14,"10497","",,""
"2504505010901","23857173010900",2001,41,63,99542,4,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504498010901","10352885010901",2001,41,67,50393,1,2001,1,0,,,,,"",2008-05-14,"10497","",,""
"2504499010901","10352885010901",2001,41,67,50393,2,2001,1,20,1,1,0,0,"",2008-05-14,"10497","",,""
"2504500010901","10352885010901",2001,41,67,50393,3,2001,1,35,0,1,0,0,"",2008-05-14,"10497","",,""
"2504501010901","10352885010901",2001,41,67,50393,4,2001,0,0,,,,,"",2008-05-14,"10497","",,""
"885706010901","24472581010900",2003,41,1,61891,1,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"885707010901","24472581010900",2003,41,1,61891,2,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"885708010901","24472581010900",2003,41,1,61891,3,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"23915300010497","24472581010900",2003,41,1,61891,4,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885686010901","24470294010900",2003,41,1,81427,1,2003,1,0,,,,,"",2008-05-14,"10497","",,""
"23915288010497","24470294010900",2003,41,1,81427,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915289010497","24470294010900",2003,41,1,81427,3,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885687010901","24470294010900",2003,41,1,81427,4,2003,5,15,0,1,0,0,"",2008-05-14,"10497","",,""
"23915309010497","10341623010901",2003,41,5,69458,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915310010497","10341623010901",2003,41,5,69458,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915311010497","10341623010901",2003,41,5,69458,3,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915312010497","10341623010901",2003,41,5,69458,4,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915297010497","24474572010900",2003,41,5,71411,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915298010497","24474572010900",2003,41,5,71411,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885697010901","24474572010900",2003,41,5,71411,3,2003,10,0,,,,,"",2008-05-14,"10497","",,""
"23915299010497","24474572010900",2003,41,5,71411,4,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915328010497","24430243010900",2003,41,7,66764,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915329010497","24430243010900",2003,41,7,66764,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915330010497","24430243010900",2003,41,7,66764,3,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885720010901","24430243010900",2003,41,7,66764,4,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"23915324010497","10341854010901",2003,41,7,69216,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915325010497","10341854010901",2003,41,7,69216,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915326010497","10341854010901",2003,41,7,69216,3,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915327010497","10341854010901",2003,41,7,69216,4,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915240010497","24433469010900",2003,41,11,60777,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915241010497","24433469010900",2003,41,11,60777,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915242010497","24433469010900",2003,41,11,60777,3,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915243010497","24433469010900",2003,41,11,60777,4,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915244010497","10342379010901",2003,41,11,82951,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915245010497","10342379010901",2003,41,11,82951,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915246010497","10342379010901",2003,41,11,82951,3,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915247010497","10342379010901",2003,41,11,82951,4,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885660010901","24435348010900",2003,41,13,97414,1,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"885661010901","24435348010900",2003,41,13,97414,2,2003,65,0,,,,,"",2008-05-14,"10497","",,""
"885662010901","24435348010900",2003,41,13,97414,3,2003,10,0,,,,,"",2008-05-14,"10497","",,""
"885663010901","24435348010900",2003,41,13,97414,4,2003,1,0,,,,,"",2008-05-14,"10497","",,""
"885610010901","10343171010901",2003,41,15,88147,1,2003,1,5,0,0,1,0,"",2008-05-14,"10497","",,""
"885611010901","10343171010901",2003,41,15,88147,2,2003,5,5,0,0,1,0,"",2008-05-14,"10497","",,""
"885612010901","10343171010901",2003,41,15,88147,3,2003,5,5,0,0,1,0,"",2008-05-14,"10497","",,""
"885613010901","10343171010901",2003,41,15,88147,4,2003,5,5,0,0,1,0,"",2008-05-14,"10497","",,""
"885593010901","10342884010901",2003,41,15,91917,1,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"885594010901","10342884010901",2003,41,15,91917,2,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"885595010901","10342884010901",2003,41,15,91917,3,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"885596010901","10342884010901",2003,41,15,91917,4,2003,1,0,,,,,"",2008-05-14,"10497","",,""
"885657010901","10343646010901",2003,41,17,51577,1,2003,1,0,,,,,"",2008-05-14,"10497","",,""
"23915266010497","10343646010901",2003,41,17,51577,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885658010901","10343646010901",2003,41,17,51577,3,2003,1,0,,,,,"",2008-05-14,"10497","",,""
"885659010901","10343646010901",2003,41,17,51577,4,2003,1,0,,,,,"",2008-05-14,"10497","",,""
"885648010901","24440595010900",2003,41,17,68035,1,2003,1,100,0,0,1,0,"",2008-05-14,"10497","",,""
"885649010901","24440595010900",2003,41,17,68035,2,2003,99,100,0,0,1,0,"",2008-05-14,"10497","",,""
"885650010901","24440595010900",2003,41,17,68035,3,2003,30,0,,,,,"",2008-05-14,"10497","",,""
"885651010901","24440595010900",2003,41,17,68035,4,2003,25,0,,,,,"",2008-05-14,"10497","",,""
"885671010901","24444602010900",2003,41,17,83707,1,2003,15,0,,,,,"",2008-05-14,"10497","",,""
"885672010901","24444602010900",2003,41,17,83707,2,2003,15,0,,,,,"",2008-05-14,"10497","",,""
"885673010901","24444602010900",2003,41,17,83707,3,2003,45,0,,,,,"",2008-05-14,"10497","",,""
"885674010901","24444602010900",2003,41,17,83707,4,2003,15,0,,,,,"",2008-05-14,"10497","",,""
"885645010901","10343406010901",2003,41,17,96000,1,2003,15,0,,,,,"",2008-05-14,"10497","",,""
"885646010901","10343406010901",2003,41,17,96000,2,2003,10,0,,,,,"",2008-05-14,"10497","",,""
"885647010901","10343406010901",2003,41,17,96000,3,2003,10,0,,,,,"",2008-05-14,"10497","",,""
"23915250010497","10343406010901",2003,41,17,96000,4,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915236010497","24448407010900",2003,41,19,53528,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915237010497","24448407010900",2003,41,19,53528,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885631010901","24448407010900",2003,41,19,53528,3,2003,1,0,,,,,"",2008-05-14,"10497","",,""
"23915238010497","24448407010900",2003,41,19,53528,4,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915239010497","10344226010901",2003,41,19,59786,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885636010901","10344226010901",2003,41,19,59786,2,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"885637010901","10344226010901",2003,41,19,59786,3,2003,1,0,,,,,"",2008-05-14,"10497","",,""
"885638010901","10344226010901",2003,41,19,59786,4,2003,1,0,,,,,"",2008-05-14,"10497","",,""
"23915251010497","10344865010901",2003,41,19,68472,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915252010497","10344865010901",2003,41,19,68472,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915253010497","10344865010901",2003,41,19,68472,3,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885652010901","10344865010901",2003,41,19,68472,4,2003,30,0,,,,,"",2008-05-14,"10497","",,""
"23915254010497","24453805010900",2003,41,19,88712,1,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915255010497","24453805010900",2003,41,19,88712,2,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915256010497","24453805010900",2003,41,19,88712,3,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"23915257010497","24453805010900",2003,41,19,88712,4,2003,0,0,,,,,"",2008-05-14,"10497","",,""
"885627010901","10344051010901",2003,41,19,89571,1,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"885628010901","10344051010901",2003,41,19,89571,2,2003,5,0,,,,,"",2008-05-14,"10497","",,""
"885629010901","10344051010901",2003,41,19,89571,3,2003,1,0,,,,,"",2008-05-14,"10497","",,""
